Edge,TimeStartEdge,Distance,Accidents
159417,14.15,2643,0
2211,14.20,1803,0
361916,14.23,1160,0
438108,9.07,81,0
450738,9.13,601,0
246684,9.20,265,0
7515,9.33,1489,0
2520,17.07,468,0
252068,17.17,1206,0
181289,10.02,64,1
181322,17.25,38,0
11967,8.03,201,0
63499,8.17,27,0
58528,15.02,26,0
235450,15.05,23,0
446701,9.07,12,0
383951,17.07,133,0
239263,11.13,244,0
397564,11.23,656,0
53646,11.40,876,0
394090,11.62,291,1
13125,11.72,168,0
210085,11.87,86,0
120002,22.17,1839,0
4748,22.37,773,0
454,22.38,69,0
456,22.40,21,0
396534,22.42,94,0
8160,22.42,236,0
239263,22.83,244,0
33594,8.12,63,0
77598,15.00,25,0
275748,21.00,40,0
414505,21.02,84,1
414408,21.07,262,0
52866,16.05,281,0
182251,16.22,182,0
181274,16.27,161,0
244128,2.00,25,0
393395,2.02,75,0
193268,2.07,47,0
261609,2.22,109,0
130,10.08,14,0
121923,10.20,36,1
349415,16.20,73,1
8156,16.30,97,0
274385,18.08,182,0
398023,8.03,172,0
51192,10.05,53,0
278880,10.07,166,0
271938,10.22,311,0
277110,10.47,139,0
456824,18.10,18,1
181785,18.17,197,0
239934,18.45,66,0
180180,7.13,113,0
335552,13.12,137,0
272093,8.05,479,0
265695,17.13,465,0
401452,8.03,48,0
182423,8.12,618,0
252280,15.00,85,0
261601,15.13,524,0
296330,18.07,85,0
403210,18.13,98,0
39417,9.00,9,0
7131,9.07,60,0
163942,9.13,80,0
426460,10.05,398,0
216404,10.17,30,0
271938,7.10,311,0
150583,18.17,221,0
404060,8.07,23,0
404062,8.07,76,0
235071,8.13,48,0
360225,17.00,259,0
401456,15.05,152,0
182257,23.07,109,0
182406,23.08,77,0
96803,23.15,517,0
53024,23.18,263,0
266028,1.02,32,0
11989,1.03,180,0
456002,1.03,45,0
182460,9.08,26,0
182420,9.12,93,0
96803,15.22,517,0
72573,9.03,23,0
82331,15.15,56,0
180165,12.38,25,0
247928,18.22,83,0
28994,8.15,817,0
417580,8.23,152,0
7054,16.18,261,0
366581,9.12,175,1
391600,9.18,44,0
253620,9.22,113,0
18458,9.32,72,0
66121,9.37,102,0
299119,15.17,68,0
54652,17.03,72,0
52427,17.10,29,0
274384,9.08,126,0
180195,9.13,24,0
417789,11.03,54,0
180203,11.07,37,1
258670,11.42,446,1
208786,21.23,62,0
180203,21.38,37,1
11672,18.08,15,0
284530,19.02,199,0
12202,9.05,13,1
410943,9.07,215,0
12202,18.10,13,1
12203,18.10,143,0
9562,9.02,450,0
437743,19.03,144,0
307428,19.08,28,0
261573,19.18,83,0
204828,9.02,168,0
209892,9.08,368,0
8930,17.23,77,0
26179,17.30,22,0
308881,8.05,152,0
268618,8.08,272,0
392094,8.27,1197,0
2338,8.43,2402,0
361916,8.57,1160,0
183973,15.07,79,0
4682,15.17,1817,0
12645,15.33,1616,0
4782,15.42,2842,0
27217,15.48,7179,0
323457,15.58,129,0
416678,7.07,80,0
271895,9.05,39,0
180201,9.13,41,0
13540,18.18,18,0
265742,18.37,85,0
8823,9.15,227,0
331407,16.00,116,0
258036,16.10,98,0
238988,16.10,135,0
180563,9.05,110,0
209189,8.13,85,0
401594,8.18,197,0
159531,18.08,243,0
181050,11.00,156,0
138039,11.15,111,0
209360,11.15,35,0
69946,17.12,182,0
395412,11.08,106,0
122398,11.27,1470,0
470234,11.43,2965,0
21394,11.47,2674,0
21400,11.53,1656,0
346117,19.05,1898,0
351393,19.12,3088,0
351395,19.15,2685,0
173559,19.23,2439,0
17019,19.25,3226,0
54095,19.32,2130,0
8231,19.45,467,0
282082,19.60,44,0
257059,8.27,346,0
180154,17.12,18,0
335552,17.12,137,0
220466,17.18,145,0
387641,8.12,34,0
17446,8.20,111,0
173278,13.10,946,0
242091,17.00,172,0
242002,17.02,118,0
296547,17.05,132,1
11833,9.13,445,0
269877,9.17,309,0
121018,9.17,1951,0
284455,9.23,23,0
409332,9.30,55,0
361916,16.27,1160,0
192366,16.28,1746,1
182261,17.10,182,0
274381,23.17,171,0
367251,8.03,43,0
222257,8.03,476,0
181397,15.15,129,1
266465,15.18,41,0
6271,15.22,68,0
180201,15.37,41,0
401594,20.18,197,1
185672,20.22,77,1
181338,20.23,71,0
390747,16.12,118,0
16944,16.12,146,0
243378,16.20,21,0
4682,9.12,1817,0
361923,9.15,2786,0
3059,9.23,37,0
255498,9.32,515,0
371373,17.17,73,0
159409,17.20,80,0
192366,17.30,1746,0
214292,12.18,19,0
180163,12.43,45,0
265743,20.07,115,0
213670,20.12,99,0
239533,20.25,117,0
102694,20.33,67,0
275917,20.55,29,0
130055,20.55,275,0
180180,15.02,113,0
15968,8.33,63,0
380018,14.08,86,0
322140,15.05,45,0
405992,7.03,44,1
180396,16.05,146,0
405992,16.07,44,1
170018,18.00,157,0
403989,18.10,26,0
398935,9.12,71,0
255961,20.12,184,0
215763,9.03,140,0
10384,9.33,1437,0
122382,9.37,2636,0
118949,9.50,83,0
266463,9.65,19,0
180140,9.77,69,0
180160,9.80,144,0
257059,15.13,346,0
127207,15.18,46,0
376011,15.37,784,0
69830,7.02,22,0
319343,10.07,182,0
390681,10.18,24,0
393530,10.28,117,0
120613,19.07,78,0
64311,9.43,421,0
325925,8.00,82,0
9056,9.10,67,0
212971,9.45,740,0
258658,9.53,135,0
56700,9.87,1966,0
36109,10.05,481,0
432734,10.07,64,0
56709,15.15,2316,0
30084,15.22,1213,0
168,15.42,7265,1
66150,15.48,591,0
66132,15.52,3372,0
305580,15.58,1502,0
140118,15.62,840,0
140127,15.63,256,1
449411,15.67,189,0
7455,15.77,485,0
270684,15.85,2350,0
16171,15.93,173,0
358440,16.03,208,0
15406,9.03,147,0
266451,18.07,528,0
414410,17.03,418,0
240277,2.05,137,0
8247,2.12,81,0
14982,2.18,257,0
414505,2.33,84,0
122377,10.18,217,1
122398,10.20,1470,0
53245,10.32,2120,0
173557,10.35,1286,0
400234,10.48,285,0
381467,21.10,132,0
54093,21.28,1561,0
55599,21.47,395,0
291932,8.08,66,0
7869,8.25,44,0
208785,8.43,174,0
180187,8.55,112,0
336018,20.15,153,0
185189,20.27,21,0
392836,20.37,107,0
208535,20.53,88,0
353829,7.00,86,0
449640,10.28,95,0
264310,10.40,22,0
10985,10.43,167,0
259885,16.18,131,0
446769,16.23,93,0
13037,16.43,91,0
204194,8.13,146,0
403207,8.22,203,0
243358,17.08,57,0
11251,9.07,74,1
18029,9.15,27,0
16487,18.08,204,1
16486,18.10,736,0
1731,8.02,449,0
182259,16.05,161,0
7017,19.05,54,0
455253,19.10,84,0
7417,9.03,895,0
88701,9.10,52,0
367219,9.35,140,0
225899,9.47,207,0
466531,9.50,1045,0
16568,9.58,641,0
421523,9.82,21,0
397704,9.83,93,1
17447,17.17,48,0
466524,17.88,41,0
100535,17.90,33,0
182258,9.32,6,1
181278,18.20,102,0
188057,9.03,67,0
102575,9.00,14,0
213475,9.07,382,0
429338,9.35,235,0
253623,14.25,126,0
382941,14.28,70,0
248842,17.07,173,0
414429,14.03,84,0
239728,14.15,104,0
8871,14.18,1155,0
378672,14.28,378,0
155334,14.15,528,0
11966,9.05,66,0
208940,15.00,17,0
210437,15.03,310,0
341432,15.08,28,0
183496,15.20,122,0
269717,23.00,35,0
268948,23.13,209,0
255794,23.63,3705,0
260769,23.77,1348,0
380019,7.27,58,1
285555,11.02,73,0
371928,8.05,64,0
188116,10.12,1090,0
69721,9.03,131,0
274381,17.02,171,0
98921,12.00,22,0
178172,11.02,55,0
366581,11.08,175,0
378634,18.15,195,0
470766,8.00,25,0
43112,8.15,264,0
142214,8.15,132,0
6235,8.32,441,0
59200,8.32,202,0
11255,8.40,566,0
279638,8.43,99,0
271008,18.15,770,0
240338,18.27,1300,0
54629,18.40,449,0
6571,18.47,354,0
13365,18.53,233,0
367006,22.03,66,0
387106,22.08,109,0
1840,16.10,109,0
379281,8.05,179,0
456821,8.10,118,0
416686,8.20,252,0
416678,8.20,80,0
390787,17.05,76,0
449627,8.20,352,0
378632,8.27,62,0
239961,8.28,364,0
162734,19.03,52,0
180187,0.05,112,0
180184,0.05,10,0
296322,0.07,58,0
379452,8.20,71,0
180177,8.27,66,0
180203,8.30,37,0
180189,14.05,73,0
180150,10.03,42,1
180150,14.15,42,1
222257,7.07,476,0
209172,7.13,99,0
184509,17.02,99,0
193267,17.02,120,0
58531,17.27,27,0
33256,9.05,391,0
4782,9.22,2842,0
27217,9.30,7179,0
37,9.37,946,0
50943,9.38,5961,0
140237,19.13,5422,0
19779,19.23,3379,0
168,19.28,7265,0
11225,19.43,1161,0
391939,19.63,176,0
293715,7.02,31,0
130036,7.07,152,0
131121,7.07,32,0
341502,19.08,154,0
13564,16.10,79,1
42319,16.15,158,0
15050,16.20,14,0
192342,9.05,24,0
9773,19.17,63,0
240204,8.15,53,0
25324,15.03,56,0
27217,15.28,7179,0
50943,15.38,5961,0
26386,15.45,5750,0
140245,15.62,69,0
19778,3.17,3371,0
168,3.25,7265,0
129819,3.45,350,0
250627,10.08,149,0
240732,18.18,240,0
361923,18.22,2786,0
12977,18.40,39,0
375997,8.33,83,0
404273,8.37,628,0
435754,16.17,68,0
181382,16.22,49,0
401446,8.08,193,0
170487,8.00,155,1
170546,8.05,250,0
12825,16.08,259,0
258668,17.00,250,0
8415,17.02,121,0
1654,17.12,625,0
313881,17.13,434,0
378651,17.17,64,0
214295,10.15,96,1
239952,10.18,208,0
240396,10.12,140,0
209081,10.27,151,0
159206,10.45,90,0
140504,18.12,43,0
277989,8.07,90,0
121018,8.13,1951,0
6715,8.18,312,0
2338,15.05,2402,0
269879,15.08,377,0
462238,7.00,26,0
29907,7.10,346,0
421516,7.28,75,0
271300,7.35,41,0
118677,7.42,60,0
392834,16.17,99,0
385072,16.28,225,0
274591,9.05,190,0
242005,9.48,27,0
263676,18.07,83,0
6465,18.33,73,0
274109,18.33,172,0
180189,9.13,73,0
404661,9.18,105,0
404655,9.22,141,0
386835,9.28,77,0
167609,16.20,193,0
278763,16.25,109,0
157356,7.45,48,0
65467,7.58,293,0
53655,7.65,1944,0
362001,7.82,235,0
142218,7.83,1738,0
36415,12.08,303,0
53638,12.30,1405,0
59198,12.67,1982,0
91411,13.02,38,0
143417,19.23,95,0
15394,19.33,156,0
50943,9.12,5961,0
26386,9.18,5750,0
56698,9.32,2343,0
286344,9.37,344,0
286345,9.37,4144,0
286346,9.40,208,0
351395,9.52,2685,0
53455,9.55,3072,0
17019,9.62,3226,0
54093,9.67,1561,0
54085,18.18,3218,0
53245,18.22,2120,0
401335,18.38,4848,0
48743,18.48,131,0
56709,18.50,2316,0
30084,18.57,1213,0
19778,18.68,3371,0
19779,18.72,3379,0
180398,14.07,23,0
6755,10.05,141,0
118961,10.07,551,0
274954,10.12,54,0
16588,17.22,115,0
386363,11.00,12,0
3063,11.08,338,0
6478,11.22,1462,0
8346,8.18,33,0
360565,16.03,12,0
209177,16.03,139,0
112466,16.18,219,0
403199,15.07,288,0
180164,15.10,17,0
240309,15.25,24,0
480309,3.10,384,0
246683,3.15,402,0
299933,9.10,111,0
187958,9.28,157,0
132876,9.38,376,0
418739,16.10,101,0
187963,16.18,397,0
54630,16.20,371,0
66885,16.22,110,0
458282,16.23,70,0
99171,16.33,51,0
149635,11.03,329,0
180160,11.10,144,0
180189,11.12,73,0
180196,11.12,166,0
181393,9.23,4,0
296331,9.35,64,0
148732,19.25,1005,0
251682,19.45,33,0
380380,19.48,17,0
322885,19.52,286,0
181382,10.08,49,0
154881,19.00,96,0
180187,19.07,112,0
215242,19.18,5,0
302732,18.15,82,0
366570,10.15,140,0
168122,10.20,44,0
181790,10.28,30,0
27217,10.62,7179,0
689,10.80,254,0
230184,17.07,380,0
268622,17.08,223,0
241379,17.15,219,0
168,17.15,7265,0
312963,17.25,2334,0
312967,17.32,469,0
448567,10.05,147,1
9564,9.05,290,0
184509,9.23,99,0
368023,18.28,236,0
119686,13.05,54,0
9350,13.15,86,0
239599,13.27,383,0
402918,13.30,187,0
397645,21.10,59,0
303055,21.12,310,0
219484,21.20,40,0
435801,9.05,70,0
47111,9.10,51,0
159411,17.12,325,0
83646,17.12,582,0
301905,9.00,16,0
7852,9.08,398,0
91417,9.15,191,0
94514,9.17,116,0
310351,9.22,95,1
127215,20.05,38,0
260867,9.00,17,0
204188,18.13,228,0
392516,18.22,101,0
181792,18.30,55,0
188248,2.00,104,0
477151,2.08,147,0
161743,2.30,61,0
310354,11.10,87,1
181354,19.07,25,0
8138,19.12,114,0
182259,19.13,161,0
187959,9.13,1173,0
142203,14.25,157,0
393859,8.02,98,0
159813,8.12,12,0
368071,8.22,81,0
157554,17.07,30,0
15814,17.10,41,0
150751,17.15,138,0
218867,17.27,85,0
450959,7.10,249,0
247584,7.15,776,0
361923,7.23,2786,0
159416,18.08,307,1
181359,8.12,35,0
8446,16.02,136,0
1426,10.03,175,0
120612,15.02,265,1
138038,17.07,257,0
25696,11.13,2051,0
378165,21.13,515,0
430375,21.18,1486,0
261610,10.12,199,0
1119,18.00,183,0
182240,18.12,217,0
33596,7.05,70,0
180123,7.32,75,0
180137,7.35,27,0
341432,7.38,28,0
118485,16.22,76,0
181779,16.23,100,0
12947,16.38,71,1
202047,16.47,141,1
250626,7.20,210,0
11831,7.25,2997,0
68508,15.02,397,0
180173,10.20,38,0
256196,20.07,401,0
15051,9.23,129,1
180188,9.35,60,0
15051,13.25,129,1
426360,14.05,228,0
14110,14.08,187,0
507,10.00,61,0
318512,16.17,115,1
184448,9.20,113,0
250609,9.22,118,1
250609,16.00,118,1
429338,8.13,235,0
243254,11.08,1501,0
8715,11.12,513,0
445188,11.13,31,0
238149,11.22,7220,0
401343,11.32,2144,0
238149,18.17,7220,0
261821,7.07,131,0
209169,7.15,76,0
13818,7.42,85,0
13819,7.42,148,0
16151,9.00,38,0
417757,9.13,427,0
154071,16.08,127,0
375849,16.03,219,0
211642,16.10,151,0
403124,16.15,358,0
260374,9.05,669,0
299995,9.07,184,0
22329,9.38,87,0
8425,9.62,201,0
331677,18.00,142,0
390866,18.02,22,0
157280,18.15,99,0
30553,18.40,117,0
299939,18.52,264,0
392969,18.68,97,0
12186,18.75,248,0
279013,9.03,149,0
403888,9.52,375,0
446022,14.02,282,0
29913,14.08,360,0
29921,14.12,215,0
43453,10.00,234,0
16568,10.18,641,0
5879,10.28,506,0
118961,10.35,551,0
410618,10.47,9,0
416660,16.00,238,0
7016,16.02,67,0
142198,16.38,638,0
458275,16.48,245,0
49727,9.23,196,0
13837,9.45,22,0
366581,9.48,175,0
174029,17.02,62,0
55592,17.12,439,0
173277,17.12,1665,0
394096,17.23,632,0
395532,17.43,818,0
455814,17.50,71,0
378236,17.52,194,1
378240,17.53,16,0
439860,0.20,228,0
435423,0.25,76,0
173559,8.18,2439,0
54095,8.28,2130,0
122382,8.35,2636,0
450721,8.38,126,0
5917,8.38,291,0
9425,8.57,76,0
9427,8.57,56,0
209085,8.70,17,0
449568,19.18,199,0
51673,19.43,1942,1
51674,19.47,1461,0
406522,21.32,1454,0
276350,21.38,112,0
188126,21.43,89,0
248836,9.10,106,0
390758,9.17,181,0
209064,11.35,46,0
278788,17.03,284,0
279007,17.08,82,0
392832,11.33,88,0
249670,11.38,31,0
440107,19.07,46,0
213286,8.07,62,0
1866,8.08,101,0
253651,8.17,54,0
29022,7.10,1258,0
13124,7.28,1057,0
83708,7.37,1914,0
271236,7.47,59,0
361920,7.47,451,0
2338,12.07,2402,0
166277,12.10,90,0
159417,12.13,2643,0
2211,12.18,1803,0
246680,12.30,611,0
59210,12.33,185,0
252068,12.33,1206,0
59206,12.38,475,0
240340,12.40,632,0
395539,12.45,59,0
378505,12.63,228,0
269726,11.07,48,0
15550,11.32,3081,0
51672,11.38,1782,0
51673,11.40,1942,0
51674,11.42,1461,0
64954,11.62,1070,0
190030,19.02,118,0
371729,19.03,334,0
351395,19.12,2685,0
54093,19.25,1561,0
5222,19.32,723,0
122394,19.33,894,0
331742,19.60,75,0
210080,7.05,76,0
361923,7.18,2786,0
10988,7.22,432,0
403912,10.12,589,0
403883,10.15,156,0
24320,10.17,111,0
59196,10.30,461,1
2551,19.12,172,0
252068,19.18,1206,0
394081,19.28,82,0
66597,8.00,70,0
187954,8.10,2095,0
187959,8.13,1173,0
10979,8.20,50,0
396529,8.22,142,0
376011,14.23,784,0
173277,14.27,1665,0
341944,14.40,227,0
128263,14.40,498,0
431024,17.07,59,0
426454,17.20,253,1
376338,9.05,215,0
404312,10.17,73,0
7974,10.35,37,0
403933,19.38,82,0
188267,8.35,55,0
16757,13.03,275,0
278848,13.32,163,0
225412,13.33,130,0
405096,13.35,63,0
174031,18.35,73,0
15550,18.50,3081,0
11136,8.17,176,0
69710,8.23,106,0
257059,17.23,346,0
246682,8.12,1951,0
59206,8.20,475,0
240228,8.22,1123,0
394094,8.23,628,0
394078,8.25,697,0
3892,8.27,747,0
294973,8.33,72,0
438130,8.37,80,0
252844,8.42,30,0
394096,15.22,632,1
122394,9.17,894,0
430374,9.42,106,0
29014,9.53,142,0
430365,19.18,123,0
430370,19.20,49,0
49728,19.22,176,0
450728,19.37,107,0
450723,19.37,145,0
135571,19.58,150,0
68495,10.17,15,0
243191,10.22,57,0
409733,21.13,3157,0
2330,21.18,497,0
183970,7.03,99,0
148728,7.08,61,0
83711,7.13,510,0
394094,7.28,628,0
142203,7.35,157,0
187954,15.12,2095,0
187959,15.15,1173,0
59195,15.22,1260,0
59198,15.25,1982,0
446808,9.17,66,0
289295,10.08,40,0
374004,10.17,125,0
403184,10.45,68,1
180167,21.07,26,0
447073,21.13,119,0
395412,21.32,106,0
173277,21.43,1665,0
325583,21.67,106,0
255147,9.02,135,0
397571,9.52,553,0
35440,9.72,568,0
202493,9.73,132,0
69997,19.00,40,0
126436,19.13,147,0
142218,19.15,1738,0
65469,19.42,595,0
187968,19.48,153,0
10039,19.55,304,0
59196,19.60,461,0
170864,7.08,124,0
456820,7.10,128,1
258031,7.25,59,0
174029,15.30,62,0
178133,15.38,86,0
33584,8.15,204,0
393676,17.02,76,0
202047,17.27,141,0
369240,17.37,54,0
441302,11.12,38,0
7068,11.18,22,0
6887,8.03,71,0
323503,8.05,1414,0
268637,8.12,143,0
312963,8.27,2334,0
329122,8.35,1310,0
215238,8.52,134,0
260254,8.77,59,0
17128,8.80,237,0
277117,14.05,91,0
239961,14.07,364,0
389580,14.27,47,0
312964,14.53,2318,0
268630,14.73,137,0
257303,14.77,100,0
257305,14.77,567,0
138611,7.07,74,0
270684,7.30,2350,1
242038,7.40,481,0
212940,7.50,319,0
230182,7.72,282,0
26383,7.88,206,0
26386,7.90,5750,0
140237,12.08,5422,0
19778,12.17,3371,0
66132,12.35,3372,0
449411,12.50,189,0
212934,12.52,264,0
270686,12.63,769,0
270684,12.68,2350,1
244688,12.88,537,0
353196,11.10,154,0
215731,11.12,381,0
262174,11.30,741,0
310960,11.33,192,0
262178,17.12,105,0
173277,17.13,1665,0
374721,17.38,272,0
180143,7.37,42,0
174035,14.25,92,0
274091,11.12,183,0
180188,11.27,60,0
138048,19.03,155,0
256200,19.27,134,0
344206,7.17,198,0
397114,12.27,673,0
184055,9.07,30,0
173559,9.10,2439,0
54865,9.37,837,0
128158,9.43,211,0
450723,18.15,145,0
53245,18.32,2120,0
66921,10.17,77,0
157354,10.18,316,0
59189,17.32,924,0
279101,17.25,55,0
430255,17.27,102,0
331751,15.15,10,0
180223,10.02,48,0
406002,19.02,304,0
173278,1.08,946,0
12203,7.08,143,1
243355,7.17,54,0
347078,7.37,537,1
299116,7.43,164,0
12203,14.47,143,1
12207,14.47,75,0
8646,12.10,83,0
39686,12.10,40,0
409704,12.17,15,0
53455,9.15,3072,0
54093,9.27,1561,0
376011,16.17,784,0
51672,16.32,1782,0
11842,8.00,62,0
209172,12.05,99,0
321459,15.17,159,0
202047,20.08,141,0
252794,20.12,213,0
242933,8.02,50,0
14874,8.28,93,0
180208,14.08,16,0
83708,16.12,1914,0
6894,16.15,1763,0
361923,16.23,2786,0
10988,16.27,432,0
361917,1.18,177,0
192366,1.23,1746,0
10509,10.00,42,1
239540,10.22,86,0
7861,22.12,14,0
437767,22.20,15,1
10509,22.47,42,1
476911,15.03,238,0
180221,15.08,148,0
38581,15.12,590,0
66186,15.20,192,0
312966,15.22,412,0
188645,15.25,1687,0
312956,15.27,896,0
391235,15.32,519,1
312964,22.12,2318,0
54631,10.10,200,0
187954,10.10,2095,0
173278,10.30,946,0
118959,10.38,100,0
3908,19.00,24,0
209073,16.13,35,0
403802,8.03,340,0
181397,8.32,129,0
12938,19.08,178,0
294943,19.10,184,0
271352,19.20,116,0
5977,18.08,244,0
298554,16.13,101,0
252244,8.02,10,0
10992,8.03,97,0
12706,8.05,87,0
253644,8.13,295,0
239438,17.17,27,0
11132,9.07,123,0
230181,9.08,256,0
1413,9.17,136,0
168,9.18,7265,0
12644,21.08,306,0
12645,21.08,1616,0
34977,21.10,2957,0
392096,21.22,1669,0
27217,21.23,7179,0
258655,21.48,53,0
260545,21.52,23,0
273546,10.00,832,0
465403,10.12,297,0
2453,18.03,93,0
7851,10.08,307,0
6272,15.02,108,0
183492,15.22,201,0
14476,15.28,126,0
38582,8.08,1113,1
449193,8.15,92,0
312963,8.18,2334,0
433401,8.53,63,1
433401,16.02,63,1
244079,16.07,47,1
329120,16.25,1182,0
312965,16.33,414,0
66185,16.38,253,0
38582,16.40,1113,1
271914,16.48,138,0
252068,10.15,1206,0
240228,10.23,1123,0
4122,10.28,131,0
6238,19.12,637,0
246690,19.23,453,0
140117,8.28,470,0
323999,8.30,1219,0
327940,8.38,2951,0
188645,8.48,1687,0
54424,8.57,755,0
54425,8.58,980,0
266045,8.65,448,0
240806,8.67,147,0
327468,16.13,1149,0
327941,16.30,1024,0
314846,16.30,850,0
270684,16.60,2350,0
10641,7.03,82,0
9353,7.15,26,0
6893,7.35,335,0
6894,7.35,1763,0
255498,7.58,515,0
127965,7.65,40,0
127963,18.00,44,0
159417,18.22,2643,0
2960,18.40,182,0
26379,18.42,222,0
9351,18.50,108,0
15177,18.65,148,1
12090,9.37,200,1
12090,17.05,200,1
56380,17.23,88,0
181359,9.05,35,0
8415,17.08,121,0
280854,17.13,144,0
258065,17.22,57,0
302651,17.02,44,0
182405,17.12,710,0
184114,9.02,47,0
184117,9.02,62,0
279011,9.10,232,0
209165,9.17,156,0
185690,20.02,15,0
179651,20.03,552,1
209198,20.13,214,0
185191,10.27,52,0
302835,10.28,77,0
209164,20.35,160,0
278883,20.43,312,0
456825,8.10,96,0
812,8.23,10,1
178137,16.25,33,0
435425,18.10,109,0
42327,10.02,71,0
449613,10.20,52,0
181383,16.12,34,0
146147,16.23,198,0
210102,17.12,250,0
239758,2.05,131,0
6976,2.18,135,0
274316,9.05,131,0
387638,9.12,93,0
12827,20.07,103,0
269880,9.28,578,0
310384,17.00,550,0
352587,17.08,77,0
389085,9.05,833,0
396309,18.00,102,0
387079,18.02,86,0
212252,18.07,400,0
272136,8.02,19,0
380011,8.10,434,0
282082,8.13,44,0
239952,8.17,208,0
434098,14.17,52,0
239406,14.32,44,0
152093,7.02,160,0
9034,7.05,68,0
273000,17.05,93,0
209197,11.03,214,0
340373,11.17,16,0
159528,17.18,114,0
12800,14.23,93,0
257162,9.18,123,0
339772,17.30,107,0
416676,17.32,417,0
3887,7.18,727,0
450716,8.13,106,0
220104,15.03,638,0
438124,15.08,98,0
13905,15.17,70,0
12626,10.12,14,1
11907,17.00,98,0
180412,19.07,233,0
227707,19.23,130,0
394092,11.32,189,0
55597,11.40,737,0
55599,11.42,395,0
440107,11.42,46,0
390733,11.60,91,0
393446,17.00,24,0
433379,17.03,119,0
173277,17.27,1665,0
469580,17.30,104,0
450737,17.32,423,0
59189,17.33,924,0
246684,17.38,265,0
430375,17.50,1486,0
343943,17.57,135,0
132878,10.10,413,0
394090,10.13,291,0
59198,10.20,1982,0
6478,10.27,1462,0
148730,10.35,341,0
210082,10.38,163,0
148732,18.05,1005,0
59205,18.18,375,0
319635,7.08,293,0
59198,7.25,1982,0
148730,7.38,341,0
6894,7.40,1763,0
361923,7.47,2786,0
12471,15.05,224,0
159412,15.08,297,0
192366,15.18,1746,0
148732,15.22,1005,0
83711,15.25,510,1
281651,15.27,628,0
240228,15.38,1123,0
11174,9.30,8,0
253623,17.13,126,0
393623,17.25,218,0
132878,8.17,413,0
252070,8.30,472,0
269873,8.53,93,0
11831,8.58,2997,0
407224,16.05,967,0
2338,16.13,2402,0
361917,16.23,177,0
12260,16.27,237,0
240228,16.48,1123,0
396525,16.53,195,0
10357,16.70,84,0
415286,8.08,49,0
361923,8.32,2786,0
137947,13.02,72,0
12260,13.23,237,0
192366,13.25,1746,0
12816,13.28,225,0
416633,21.05,127,0
143420,16.18,49,0
127207,16.25,46,0
179651,9.07,552,0
310361,9.12,166,0
392136,15.02,98,0
275385,7.02,15,0
239755,7.03,48,0
56379,7.10,89,0
13578,8.17,57,0
449636,18.15,234,0
449639,18.17,10,0
260889,9.00,26,0
242002,22.22,118,0
272744,9.03,134,1
180189,9.15,73,0
296331,9.18,64,0
403207,9.23,203,0
411730,9.33,26,0
411731,9.33,73,0
393465,9.33,148,0
12200,9.37,67,0
187954,10.12,2095,0
4099,10.20,145,0
1596,10.47,327,0
159416,21.10,307,0
271234,21.15,60,0
83711,21.25,510,0
322,21.27,94,0
5901,21.33,1987,0
3538,21.57,334,0
181800,10.27,505,0
367839,19.20,243,0
391188,19.35,40,0
44862,9.02,67,0
187960,9.10,398,0
92966,9.22,45,0
145443,14.37,17,0
142205,14.38,1875,1
458287,14.48,399,0
9285,8.12,75,0
180419,8.20,105,0
433378,8.57,166,0
26245,20.22,286,0
11225,20.48,1161,0
7515,8.25,1489,0
4682,8.35,1817,0
361923,8.38,2786,0
184126,17.02,49,0
159417,17.10,2643,0
83709,17.23,75,0
59205,17.35,375,0
11138,11.13,166,1
71247,11.15,67,0
91411,11.15,38,0
91417,11.17,191,0
9445,11.32,53,0
461651,11.38,289,0
265742,15.28,85,0
274384,15.30,126,0
272739,15.37,193,0
186711,10.00,50,0
429338,10.08,235,0
392514,18.15,59,0
401447,15.03,78,0
181800,0.07,505,0
461719,3.10,115,0
248844,16.07,21,0
367839,16.07,243,0
271970,14.02,121,0
198877,14.13,72,0
14996,14.17,436,0
180221,14.32,148,0
411696,20.17,55,0
401300,20.27,34,0
312955,20.43,1698,0
149637,14.05,148,0
1731,7.33,449,0
1733,7.35,36,0
120612,19.00,265,0
417789,9.02,54,0
213708,9.12,75,0
12048,9.20,132,0
8287,9.27,409,0
84940,9.28,202,0
26380,17.13,264,0
136331,23.23,14,0
7704,10.03,750,0
227290,10.12,25,0
311944,10.17,325,0
209184,10.38,22,0
244071,16.05,52,0
243527,16.07,94,0
211019,16.10,153,0
87148,16.22,100,0
457704,8.02,170,0
97050,8.32,35,0
52860,19.15,292,0
8447,19.17,30,0
50185,16.22,57,0
352170,16.10,214,0
10768,9.00,68,0
47111,9.13,51,0
422863,9.17,20,0
379910,9.03,20,0
366715,9.10,68,0
253623,9.03,126,0
258082,18.20,14,0
40299,10.15,71,0
427222,18.02,17,0
393774,18.03,235,0
263673,18.15,33,0
390744,18.20,380,0
315454,18.23,116,0
221701,9.13,269,0
268948,15.10,209,0
409733,11.20,3157,0
167028,19.32,603,0
310140,10.33,1156,0
145800,10.42,148,0
138159,18.10,60,0
310136,18.18,117,0
426316,18.30,115,0
170864,8.07,124,0
274384,8.10,126,0
404650,8.13,46,0
218117,18.03,6,0
261595,10.03,190,0
309627,20.00,15,0
125854,9.00,63,0
18563,9.07,91,0
122394,9.53,894,0
307424,9.78,97,0
480926,17.08,12,0
246439,17.37,5,0
