Edge,TimeStartEdge,Distance,Accidents
449190,16.12,83,0
188645,16.20,1687,0
3903,22.02,18,0
373640,22.03,171,0
12032,11.05,26,0
12036,11.05,43,0
275800,10.12,284,1
83710,10.25,1546,0
396106,10.57,2706,0
200070,10.72,78,0
450532,22.07,78,0
235822,22.10,487,0
350835,22.17,2401,1
400829,22.45,1344,0
7515,22.50,1489,0
83708,22.52,1914,0
192369,22.57,1291,0
11283,14.03,55,1
12874,17.18,399,0
426360,11.07,228,0
14109,11.10,130,0
13785,11.20,108,0
50217,11.30,57,0
446810,9.08,223,0
52149,9.15,115,0
54094,9.25,1420,0
54095,9.25,2130,0
240383,9.37,776,0
173278,9.40,946,0
15591,9.57,18,0
334002,15.07,180,0
285541,15.08,70,0
131344,15.23,149,0
173277,15.28,1665,0
51672,15.40,1782,0
54085,15.45,3218,0
28052,15.53,257,0
215852,15.57,504,0
282823,8.12,750,0
373401,8.17,152,0
170938,16.00,93,0
292575,16.17,63,0
208548,16.25,747,0
19778,11.17,3371,0
312963,11.35,2334,0
312964,18.20,2318,0
27217,18.27,7179,0
26386,18.43,5750,0
391154,18.50,166,0
30383,9.07,74,0
30381,9.07,428,0
10979,9.32,50,1
59190,9.35,924,0
5894,9.42,328,0
5899,9.43,143,0
274949,9.50,66,0
9425,9.55,76,0
463253,20.12,145,0
352442,20.12,177,1
393317,20.32,396,0
395547,20.43,266,0
395554,20.58,68,0
296441,9.03,30,0
278875,9.05,22,1
22123,9.28,172,0
2211,9.35,1803,0
192366,9.38,1746,0
83710,9.45,1546,0
385137,19.28,153,1
370994,19.32,436,0
181270,8.18,69,0
426636,15.00,10,0
29912,11.03,16,0
352121,19.08,43,0
2475,12.35,49,0
208789,12.42,74,0
269721,12.43,110,0
421420,19.28,105,0
47866,19.30,172,0
310413,19.35,255,0
202049,19.40,433,0
463257,8.00,53,0
9772,8.27,67,1
262075,16.18,161,0
417532,16.23,102,0
63497,11.05,348,0
302778,8.30,16,0
181396,8.33,14,0
461322,18.22,22,0
220466,20.07,145,0
392973,8.10,379,0
260380,8.15,204,0
21112,8.35,170,0
240516,8.53,147,0
271019,14.50,228,0
399698,14.62,35,0
14518,14.70,266,0
336861,12.37,149,0
8746,19.18,56,0
8650,10.05,17,0
5900,9.13,172,0
395533,9.25,254,0
430375,9.27,1486,0
225890,9.30,1413,0
241398,9.58,143,0
339827,17.20,1344,0
59200,17.47,202,0
59198,17.47,1982,0
246691,17.57,395,0
170941,8.00,915,0
389915,8.05,536,0
173559,8.20,2439,1
17019,8.23,3226,0
54093,8.27,1561,0
398478,18.00,37,0
122377,18.27,217,0
51673,18.32,1942,0
393339,15.35,24,0
11338,10.22,213,0
114481,17.25,36,1
385189,10.05,116,0
366570,10.13,140,0
179651,10.27,552,0
477152,10.30,11,0
178148,15.27,80,0
170941,11.05,915,0
54093,11.32,1561,0
5917,11.45,291,0
181788,11.70,180,1
435741,20.12,68,0
376011,20.25,784,0
173277,20.27,1665,0
450735,20.32,392,0
122377,20.35,217,0
384147,20.50,141,0
170920,20.68,251,0
449588,9.17,93,0
403192,9.18,74,0
302787,9.20,227,0
180237,9.57,66,1
177895,20.35,130,0
180173,9.10,38,0
180154,9.10,18,0
178161,15.05,459,1
66077,23.15,53,0
209183,9.10,21,0
209169,9.10,76,0
211642,18.15,151,0
273002,7.02,38,0
15241,7.07,102,0
440553,13.00,76,0
11136,10.05,176,0
258043,18.12,95,0
416561,18.13,36,0
383047,8.00,40,0
178162,8.00,144,0
379280,8.03,137,0
456825,8.10,96,0
429341,8.30,197,0
174025,23.07,63,0
378630,23.10,143,0
396965,8.05,78,0
393582,11.03,28,0
302793,11.18,73,0
375994,11.30,127,0
274952,19.18,85,0
351393,10.17,3088,0
54095,10.37,2130,0
122394,10.43,894,0
55599,10.53,395,0
449588,10.63,93,0
449590,10.63,53,0
15550,17.22,3081,0
122378,17.25,1049,0
122398,17.27,1470,0
256155,17.38,183,0
256154,17.38,514,0
292478,17.50,819,0
14010,8.18,36,0
13247,16.02,80,0
7974,20.00,37,0
278788,8.03,284,0
334055,8.28,189,0
278768,15.25,20,0
434777,9.05,98,0
180196,9.10,166,0
213864,15.02,280,0
354684,18.03,216,1
404349,18.10,440,0
261943,9.08,22,0
7463,9.23,222,0
273422,9.48,24,0
292076,19.07,155,0
29910,19.08,227,0
20241,19.48,220,0
187,11.10,352,0
202053,11.10,114,0
261815,11.52,82,0
390926,20.32,96,0
449572,20.37,36,0
450719,20.48,226,0
5188,20.48,765,0
177405,11.00,476,0
187954,11.17,2095,0
187956,11.20,131,0
59190,11.32,924,0
118957,11.43,86,0
428291,11.50,16,0
376306,19.08,166,0
142198,19.30,638,0
142205,19.32,1875,0
54629,19.37,449,0
170941,9.00,915,0
52155,9.18,161,0
54095,9.30,2130,0
122395,9.37,386,0
122382,9.37,2636,0
450720,9.42,520,0
118948,9.48,293,1
449589,9.55,34,0
403184,9.57,68,0
1115,15.08,13,0
392516,15.12,101,0
51673,15.55,1942,0
54101,15.58,142,0
170935,15.80,983,0
210082,10.05,163,0
183985,10.07,203,0
463254,10.10,307,0
248143,10.20,91,0
45709,10.00,44,0
448920,10.07,69,0
213711,10.12,105,0
2309,10.13,20,0
448905,21.02,109,0
11147,8.07,146,0
18458,19.10,72,0
13567,16.02,22,0
159417,19.18,2643,0
361916,19.25,1160,0
178933,9.00,29,0
163384,9.10,120,0
392519,9.23,108,0
334434,9.02,324,0
11214,19.12,40,0
321471,19.15,87,0
391261,8.35,49,0
243193,8.40,94,1
95082,17.05,312,0
243193,17.08,94,1
14536,17.20,973,0
242547,17.23,693,0
392095,17.27,1868,0
455824,9.08,63,0
148730,9.27,341,0
10988,9.40,432,0
10989,9.40,314,0
269875,9.40,189,0
121018,9.42,1951,0
159416,19.20,307,0
159417,19.20,2643,0
12816,19.32,225,1
246682,19.38,1951,0
279051,19.57,231,0
450796,9.20,129,0
186730,9.30,380,0
390747,16.03,118,0
279102,16.25,103,0
430255,16.25,102,0
12982,8.03,469,0
275953,16.12,36,0
130029,15.10,105,0
448965,15.22,78,0
440500,0.02,145,0
297047,0.10,108,0
31394,0.30,48,0
213675,18.10,59,0
391597,10.13,214,0
16592,21.00,20,0
389275,21.15,114,0
62707,16.00,47,0
401295,16.03,120,0
17019,16.25,3226,0
8231,16.45,467,0
13300,1.02,16,0
15550,1.13,3081,0
5220,1.20,54,0
170976,1.50,92,0
170924,1.52,203,0
180148,10.10,31,0
11534,10.23,18,1
11534,20.05,18,1
6283,20.08,30,0
296331,20.22,64,0
178132,7.30,90,0
35642,17.00,10,0
5884,17.07,236,0
5894,17.10,328,0
274952,17.18,85,0
95037,11.00,30,1
2049,11.07,62,0
51860,11.20,152,0
389286,11.25,79,0
352524,11.27,335,0
30567,11.32,71,0
11255,11.33,566,0
248193,17.25,74,0
389278,17.28,112,0
40698,17.35,334,0
95037,17.53,30,1
93002,15.07,104,0
14931,8.03,320,0
170462,19.07,375,0
272815,9.03,144,0
180180,18.10,113,0
269322,9.12,4,0
243538,17.17,64,0
271938,20.05,311,0
8127,9.00,76,1
181323,9.10,98,0
181332,9.12,40,0
8127,19.13,76,1
49709,9.00,14,0
43105,19.23,190,0
181345,9.08,63,0
53020,9.22,153,0
437765,16.23,22,1
312972,10.22,311,0
312964,10.22,2318,0
27217,10.28,7179,0
559,10.37,195,0
26386,10.45,5750,0
36099,10.68,112,0
7936,10.78,56,0
36108,18.05,220,0
19779,18.38,3379,0
168,18.43,7265,0
216410,19.32,198,0
463263,22.07,263,0
325580,21.05,77,0
157353,21.15,479,0
421730,21.28,206,0
182946,12.18,368,0
33588,12.22,221,0
302776,12.30,18,0
44,12.42,34,0
180123,12.42,75,0
180144,21.07,72,0
447077,21.10,19,0
434357,21.38,236,0
403951,21.48,338,0
275861,21.53,105,0
7505,8.17,223,0
7506,8.17,144,0
180134,16.13,52,0
238411,10.05,103,0
173609,10.08,85,0
401334,10.15,562,0
140237,10.37,5422,0
19779,10.48,3379,0
168,10.53,7265,0
13358,10.70,1437,0
33256,10.82,391,0
27217,21.25,7179,0
26386,21.43,5750,0
286350,21.50,180,0
30082,21.52,1208,0
401332,21.70,1346,0
1640,10.07,194,1
130676,10.10,651,0
272841,10.62,487,0
59196,10.67,461,0
6238,10.68,637,0
6894,10.85,1763,0
4682,10.88,1817,0
361920,10.92,451,0
11836,10.95,610,0
2338,18.07,2402,0
166279,18.10,149,0
159417,18.13,2643,0
2211,18.18,1803,0
192366,18.22,1746,0
12816,18.23,225,0
83711,18.28,510,1
5901,18.37,1987,0
15550,18.52,3081,0
259550,18.83,122,0
20350,18.88,705,0
1640,19.02,194,1
433389,11.03,21,0
180158,16.15,55,0
253258,16.18,30,0
4092,16.32,21,0
180122,0.23,61,0
16602,0.27,61,0
180193,14.15,173,0
3902,19.03,18,0
180187,19.20,112,0
278976,10.07,82,0
62745,10.12,33,0
182405,10.07,710,0
411575,12.00,588,0
452413,12.02,160,0
378069,12.20,152,0
433876,12.42,95,0
433877,12.42,84,0
475023,21.02,44,0
209741,21.03,218,0
380019,21.15,58,0
102695,21.25,118,0
380008,21.32,79,0
9425,8.20,76,0
414413,8.50,284,0
2535,15.08,160,0
159417,15.13,2643,0
2211,15.18,1803,0
192366,15.22,1746,0
192367,15.23,390,0
59205,15.38,375,0
9081,15.50,305,0
931,8.00,38,0
122417,8.18,58,0
127214,8.23,94,0
208781,8.28,23,0
296330,8.37,85,0
13419,16.02,161,0
268946,16.27,70,0
142125,19.07,185,0
273432,9.08,36,0
273433,9.08,72,0
416580,9.20,81,0
185208,18.02,10,0
302832,18.07,30,0
202047,18.22,141,0
390945,22.22,42,0
393333,22.32,104,0
14996,11.12,436,0
11225,18.23,1161,0
227712,18.32,227,0
436730,10.00,164,0
270192,10.12,64,0
181272,10.18,19,1
439860,10.20,228,0
181788,10.20,180,0
426456,17.23,258,0
346117,12.05,1898,0
401332,12.08,1346,0
351392,12.12,424,0
17019,12.25,3226,0
10384,12.35,1437,0
240383,12.43,776,0
5190,23.20,170,0
15550,23.20,3081,0
122378,23.25,1049,0
470234,23.42,2965,0
21400,23.52,1656,0
182943,15.10,148,0
259882,1.12,82,0
12945,1.20,32,0
237144,9.05,450,0
181349,9.07,110,0
276153,9.17,161,0
7505,9.28,223,0
414408,9.32,262,0
387625,16.38,29,0
243360,9.67,161,0
279124,15.02,67,0
5231,15.50,83,0
405878,15.63,548,0
381466,15.72,160,0
5201,9.27,314,0
292523,9.38,1385,0
208543,9.42,879,0
369768,15.00,9,0
309586,15.23,222,0
396528,15.23,79,0
30380,11.07,327,0
7515,11.38,1489,0
192369,11.45,1291,0
11756,11.63,86,0
2412,11.63,47,0
395540,18.45,91,0
395548,18.52,103,0
243002,18.68,49,0
330096,10.17,141,0
240536,10.32,252,0
262131,20.22,222,0
437765,12.20,22,0
335553,12.40,14,0
180168,19.00,27,0
328366,19.08,377,0
460350,19.20,44,0
421416,19.25,39,0
14996,7.10,436,0
330470,7.13,38,0
180225,7.25,282,0
265743,7.28,115,0
469918,7.43,47,0
416660,7.48,238,0
12214,7.55,104,0
375849,12.08,219,0
209164,12.17,160,0
381774,12.27,106,0
312964,12.35,2318,0
312965,12.38,414,0
392098,12.43,3497,0
11225,12.47,1161,0
2655,12.50,444,0
19779,10.20,3379,0
168,10.25,7265,0
329122,10.43,1310,0
129819,10.45,350,0
329120,18.20,1182,0
312964,18.27,2318,0
27217,18.32,7179,0
1176,18.42,633,0
50943,18.42,5961,0
210080,8.02,76,0
400833,8.17,1152,0
419269,8.77,756,0
344636,19.10,1546,0
344638,19.13,756,0
12888,19.47,819,0
350835,19.47,2401,0
7515,19.80,1489,0
375746,7.10,35,0
414403,13.05,179,0
174034,7.05,11,0
33591,9.20,72,0
269323,16.13,53,0
442071,16.20,236,0
379277,14.05,77,0
380378,10.25,25,1
300339,21.22,97,1
404352,21.27,66,0
274384,8.00,126,1
305397,8.22,47,0
16944,17.02,146,0
274384,17.20,126,1
240270,9.13,59,0
4746,19.27,212,0
4749,19.27,330,0
450743,19.32,94,0
300850,9.10,55,0
305822,9.13,60,0
34976,7.17,1609,0
2473,7.18,693,0
397704,10.17,93,0
188059,10.18,14,0
456820,9.10,128,0
180175,9.33,22,0
180166,17.03,30,0
375996,17.33,107,0
385188,17.35,18,0
211263,10.07,98,0
71372,10.45,203,0
391597,20.28,214,0
382941,20.28,70,0
352444,20.33,286,0
211298,20.45,20,0
261594,8.03,247,0
182423,8.10,618,0
270192,8.12,64,0
182253,8.13,162,0
432978,16.00,92,0
96803,16.12,517,1
71377,7.17,62,0
12742,15.05,68,0
373640,11.12,171,0
242970,11.13,56,0
271352,11.02,116,0
404066,11.05,60,1
413750,11.07,80,0
450738,11.12,601,0
36134,11.18,97,0
392268,11.37,175,0
35442,11.63,720,0
364908,19.27,122,0
263369,19.33,184,0
136394,19.43,79,0
5189,19.58,445,0
269717,9.05,35,0
250617,14.02,116,0
7850,14.10,482,0
239533,14.33,117,0
187230,7.03,122,0
179652,7.15,494,0
402450,11.05,738,0
121020,11.20,224,0
403127,21.07,36,1
11835,21.18,299,1
81140,18.03,59,0
18623,18.15,323,0
18624,18.15,62,0
8452,18.20,118,0
29939,18.22,67,0
52860,18.38,292,0
335747,9.10,60,0
59195,9.28,1260,0
3205,9.35,373,0
240338,13.12,1300,0
187963,13.25,397,0
64311,8.48,421,0
63491,16.05,80,0
63497,16.07,348,0
253258,16.10,30,0
241214,16.20,125,0
19670,16.40,257,0
6465,16.42,73,0
274662,16.57,152,0
14107,9.07,166,0
370982,9.23,292,0
341534,9.30,184,0
170547,9.37,274,0
300851,9.40,24,0
213670,20.08,99,0
295741,9.08,195,0
439034,20.10,528,0
331753,10.05,29,0
253729,20.05,227,0
397704,8.02,93,0
15589,8.03,32,0
244078,14.13,7,0
394934,14.15,52,0
329120,14.33,1182,0
27217,14.43,7179,0
2751,0.00,23,0
2755,0.02,123,0
3912,0.55,25,0
407831,0.58,148,0
346117,11.02,1898,0
56709,11.17,2316,0
26387,11.32,1068,0
19778,11.33,3371,0
19779,11.37,3379,0
168,11.42,7265,0
66141,11.52,214,0
312969,22.08,1061,0
312965,22.12,414,0
27217,22.15,7179,0
26383,22.33,206,0
26386,22.33,5750,0
286345,22.50,4144,0
286347,22.55,5085,1
14773,16.18,146,0
473130,16.20,41,0
120002,10.10,1839,0
59190,10.32,924,0
282083,17.18,51,0
253651,17.18,54,0
239516,10.03,43,0
393853,10.05,82,0
1872,10.08,66,0
214300,10.15,45,0
239952,10.18,208,0
148730,11.32,341,0
261979,20.00,85,0
210091,20.07,231,0
59190,20.32,924,0
361920,9.18,451,0
361923,9.18,2786,0
195527,20.23,152,0
8578,20.13,24,0
53729,20.32,268,0
243527,8.07,94,0
180185,8.18,47,0
241903,17.17,145,0
214286,7.13,115,1
13293,7.23,323,0
392521,9.15,52,0
163384,9.28,120,0
91414,20.08,57,0
5853,20.22,107,0
7553,20.25,169,0
7555,20.25,58,0
403245,11.42,12,0
68254,22.03,1324,0
220637,22.05,1834,0
39610,9.10,105,0
211019,9.15,153,0
209220,9.18,62,0
312969,9.35,1061,0
27217,9.42,7179,0
323459,16.10,9,0
168,16.13,7265,0
312957,16.30,1135,0
179596,16.62,118,0
163384,8.10,120,0
279696,8.20,139,0
244995,8.27,20,0
13540,15.03,18,0
13542,15.03,74,0
243377,15.15,65,0
336761,20.03,49,0
424411,20.10,60,0
14950,15.13,109,0
446046,0.17,361,0
351395,9.12,2685,0
53455,9.15,3072,1
122381,9.37,231,0
18931,15.17,559,0
15550,15.28,3081,0
54085,15.42,3218,0
140237,11.12,5422,0
19777,11.20,179,0
19779,11.23,3379,0
188645,11.42,1687,0
312967,11.43,469,0
9877,11.67,7,0
240536,11.70,252,0
360085,17.08,18,0
112456,17.20,39,0
27217,17.35,7179,0
27218,17.42,160,0
50943,17.45,5961,0
26386,17.53,5750,0
7705,11.05,1807,0
10382,11.07,1438,0
26168,9.00,223,0
26381,9.03,440,0
353080,19.08,438,0
240663,9.20,300,0
271233,9.33,535,0
11769,17.02,128,0
192366,17.18,1746,0
120002,17.22,1839,0
240523,17.27,560,0
275942,15.07,407,0
65472,15.13,53,0
450739,15.27,189,0
274951,15.40,107,0
376011,20.23,784,0
8077,20.37,122,0
145803,20.58,178,0
181357,9.08,35,0
6975,16.05,381,0
996,16.08,148,0
280088,8.08,23,0
394096,8.15,632,0
59195,8.17,1260,0
7514,8.28,562,0
7515,8.30,1489,0
192369,8.37,1291,0
159411,17.20,325,0
246682,17.38,1951,0
248886,18.03,107,0
23887,12.07,133,0
9945,12.15,86,0
23633,12.15,551,0
14519,12.18,30,0
51862,12.22,90,0
83708,12.38,1914,0
148729,12.42,133,0
183798,20.02,76,0
3528,20.03,217,0
159417,20.08,2643,0
2210,20.12,543,0
83710,20.22,1546,0
246680,20.25,611,0
59202,20.32,131,0
412268,13.07,15,0
380781,13.23,61,0
280758,13.13,288,0
366427,20.13,62,0
380009,20.13,195,0
398930,20.15,42,0
213798,20.23,194,1
7215,10.40,71,0
390747,19.05,118,0
182240,10.05,217,0
401459,7.08,45,0
182413,7.15,81,0
182256,7.22,92,0
366578,10.05,94,0
453843,10.15,44,0
15158,8.15,79,0
449573,8.18,40,0
154578,8.23,291,0
51673,8.42,1942,0
27078,8.45,135,0
54504,16.12,338,0
274284,11.13,23,0
204198,11.22,60,0
15807,17.02,224,0
439034,17.13,528,0
239608,17.20,128,0
466547,17.33,317,0
7515,11.10,1489,0
121018,11.30,1951,0
369829,18.07,231,0
2338,18.15,2402,0
159411,18.20,325,0
12875,18.23,320,0
397712,9.27,26,0
416642,9.30,232,0
401614,20.00,114,0
302837,20.23,9,0
19654,9.12,224,1
182942,11.17,79,0
294957,11.22,236,0
421507,11.25,38,0
14778,15.20,140,0
367838,17.17,94,0
213793,20.18,181,0
385180,10.15,46,0
438935,20.07,89,0
8737,20.08,412,0
477146,10.23,33,0
240116,21.23,278,0
379269,9.20,56,0
378651,16.07,64,0
22804,16.23,440,0
404175,16.27,85,0
253558,10.00,129,0
374022,10.08,45,0
374015,10.15,182,0
447719,18.00,77,0
416685,18.08,252,0
15152,18.15,93,0
450718,18.32,253,0
15550,18.35,3081,0
386709,8.02,123,0
64148,8.02,253,0
240138,15.18,247,0
398539,15.23,92,0
13562,15.30,181,0
129896,9.03,231,0
221696,9.17,113,0
319343,9.20,182,0
434779,9.27,55,0
2015,17.00,252,0
187265,17.02,189,0
15152,17.07,93,0
279068,17.33,74,0
417757,16.05,427,0
193267,23.03,120,0
429338,23.17,235,0
180180,23.22,113,0
391600,9.17,44,0
239540,9.25,86,0
12689,19.05,135,0
448903,12.12,253,0
14859,9.02,191,0
220464,9.13,13,0
7067,18.00,38,0
302795,18.12,54,1
181289,13.25,64,0
370035,22.05,64,0
238313,22.17,59,0
338997,22.23,147,0
443368,9.17,11,0
12938,13.10,178,0
33588,9.12,221,0
78249,9.42,301,0
398471,9.43,59,0
475019,20.05,26,0
403740,7.02,135,0
14368,16.05,119,0
391588,16.07,261,0
297050,10.03,97,0
403190,10.18,81,0
174031,17.28,73,0
17445,17.35,263,1
379280,8.07,137,0
366581,8.08,175,0
378634,18.17,195,0
134991,9.17,20,0
274121,7.32,21,0
5385,15.12,740,0
241076,15.13,219,0
182405,15.15,710,0
432505,8.15,13,0
144194,8.17,136,0
39611,8.22,63,0
394934,8.25,52,0
242108,16.03,40,0
220793,8.30,176,1
220795,8.32,139,0
6505,8.50,166,0
11225,20.22,1161,0
11226,20.23,436,0
269876,20.37,196,0
271234,20.43,60,0
394096,9.18,632,0
361923,9.47,2786,0
259742,21.00,360,0
409733,21.05,3157,0
159417,21.15,2643,0
120002,21.27,1839,1
246680,21.32,611,0
144486,21.58,60,0
77723,12.00,26,0
69700,16.23,89,0
273545,8.00,27,0
19834,8.07,150,0
262070,8.12,441,0
138055,9.00,163,0
82652,9.07,21,0
403198,14.05,118,0
335553,14.08,14,0
271235,10.35,239,0
403240,10.52,79,0
406525,15.22,26,1
420278,15.43,28,0
13159,15.52,90,0
109889,15.03,365,0
213475,15.12,382,0
180178,10.02,96,1
248650,10.13,54,1
409733,9.20,3157,0
121020,9.25,224,0
2211,9.35,1803,0
361916,9.37,1160,0
240228,9.58,1123,0
142205,9.67,1875,0
51580,17.00,92,0
187961,17.07,155,0
6238,17.18,637,0
6894,17.37,1763,0
4682,17.40,1817,0
269877,17.48,309,0
121018,17.50,1951,0
127387,17.68,405,0
354684,8.28,216,0
5086,9.05,82,0
213297,8.05,20,0
404577,8.22,421,0
390747,10.13,118,0
143415,10.15,55,0
24301,12.02,122,0
2229,10.03,1094,0
38581,10.08,590,0
243155,10.10,241,0
309082,10.30,292,0
180439,10.30,86,0
8623,10.37,269,0
271938,10.45,311,0
366573,19.03,15,0
168122,19.08,44,0
209177,19.25,139,0
273884,11.02,16,0
385375,11.08,34,0
209224,17.07,37,0
209187,17.10,143,0
458284,9.02,398,0
258907,18.10,116,0
5901,18.13,1987,0
463263,14.07,263,0
275217,14.08,53,0
275920,9.03,45,0
6917,21.13,122,0
257060,21.15,17,0
391946,8.03,124,0
391949,8.05,24,0
7849,8.08,236,0
183751,8.12,23,0
282761,8.13,152,0
282674,14.03,181,1
182946,8.25,368,0
33588,8.28,221,0
294954,8.28,46,0
204026,19.05,69,0
54425,15.05,980,0
261606,15.40,471,0
98085,9.00,19,0
118959,9.13,100,0
177896,15.03,110,0
18931,15.13,559,0
241078,15.18,445,0
8766,15.25,37,0
154488,8.02,58,1
19777,8.18,179,0
180438,8.48,168,0
2304,8.67,72,0
421520,19.00,39,0
388635,19.12,94,0
154488,19.77,58,1
8356,10.10,218,1
470242,8.22,754,0
122394,8.38,894,0
122382,8.40,2636,0
274946,8.55,104,0
174037,17.30,266,0
366597,17.33,303,0
122378,17.50,1049,0
51673,17.57,1942,0
238608,17.67,88,0
332708,11.00,40,0
163897,8.05,45,0
180170,8.15,7,0
10711,8.37,45,0
7034,17.10,44,0
272104,16.08,51,1
28994,21.22,817,0
461707,10.03,104,0
181349,10.15,110,0
184641,10.20,160,0
352579,15.03,85,0
8123,15.37,269,0
174657,10.00,44,0
174651,10.00,261,0
182245,17.15,25,0
270191,17.15,20,0
15444,17.25,48,0
279637,17.28,159,0
271008,17.30,770,0
59198,11.22,1982,0
12473,11.23,476,0
83708,11.32,1914,0
120100,18.00,930,0
944,18.05,38,0
12875,18.13,320,0
361917,18.13,177,0
246682,18.28,1951,1
3892,18.43,747,0
59190,18.45,924,0
450741,18.47,219,0
193266,14.10,57,0
340452,10.12,846,0
225895,10.23,405,0
466530,10.27,1255,0
274737,10.37,144,0
16568,10.37,641,0
396525,10.43,195,0
274949,10.57,66,0
144193,10.68,145,0
416642,10.68,232,0
410673,18.23,65,0
59189,18.47,924,0
367211,18.65,516,0
169191,18.85,119,0
378565,9.28,48,0
279011,9.02,232,0
69911,9.02,33,0
184587,9.12,56,0
3911,9.18,31,0
393686,19.07,52,0
415285,11.17,228,0
5901,11.25,1987,0
394094,11.32,628,0
246683,11.33,402,0
394091,11.33,141,0
187982,11.48,190,0
354571,19.03,69,0
18563,19.07,91,0
215849,19.08,507,0
310426,19.22,432,0
122382,19.55,2636,0
240383,19.58,776,0
5894,19.63,328,0
384433,19.68,106,0
284540,19.73,125,0
379263,19.75,100,0
443436,19.77,62,0
5385,19.83,740,0
10297,9.13,60,0
174037,16.32,266,0
11429,9.00,235,0
272745,9.03,168,0
301319,9.13,21,0
69710,16.10,106,0
187954,11.10,2095,0
66922,11.18,106,0
240231,11.18,210,0
6234,11.23,414,0
59198,11.25,1982,0
6476,11.30,1039,0
7515,11.33,1489,0
119997,11.38,998,0
2289,11.47,701,0
50216,11.57,44,0
24305,22.05,72,0
24307,22.05,66,0
315262,22.15,66,0
275795,22.15,196,1
361916,22.25,1160,0
12816,22.28,225,0
83710,22.32,1546,0
240338,22.45,1300,0
128266,22.50,245,0
276119,14.10,99,0
431024,1.08,59,0
390140,1.18,95,0
14057,10.02,126,1
373097,19.28,132,0
14057,19.40,126,1
391601,9.23,69,0
470075,17.02,39,0
378623,17.10,105,0
391590,17.10,97,0
448236,17.25,60,0
35020,17.33,82,0
255790,9.02,605,0
216401,9.18,70,0
302695,9.23,30,0
259989,12.00,83,0
392269,12.03,1883,0
6478,12.40,1462,1
6894,12.48,1763,1
192369,12.50,1291,0
4682,12.52,1817,0
361923,12.55,2786,0
345739,12.67,61,1
345739,17.07,61,1
2338,17.10,2402,1
281650,17.13,899,0
159411,17.15,325,1
192367,17.25,390,0
5901,17.38,1987,0
240338,17.43,1300,1
394078,17.47,697,0
396546,17.52,281,0
246438,17.55,326,0
246440,17.57,170,0
260043,17.67,874,0
434667,17.02,727,0
250153,17.07,2357,0
339827,17.10,1344,0
466531,17.30,1045,0
394097,17.42,340,0
5191,17.47,185,0
449499,17.53,1425,0
450719,1.15,226,0
450732,1.17,238,0
290039,1.25,65,0
169151,1.30,50,0
250039,1.42,107,0
255794,1.50,3705,0
183988,8.05,476,0
270182,8.13,47,0
182433,18.15,232,0
406585,18.20,57,0
272119,19.02,64,0
387122,19.23,17,0
271906,11.18,56,0
368996,19.17,206,0
426899,7.02,152,0
268604,7.10,186,0
350842,7.28,2478,0
206748,7.45,760,0
400828,7.48,1147,0
5901,7.60,1987,0
240341,7.67,199,0
378476,7.88,132,0
30381,17.02,428,0
298759,17.03,763,0
29021,17.05,361,0
400831,17.33,208,0
396100,17.53,323,0
313881,9.13,434,0
352449,17.18,88,0
250626,9.05,210,0
392095,9.25,1868,0
27217,9.30,7179,0
50943,9.38,5961,0
152276,17.02,391,0
8238,17.03,39,0
26387,17.18,1068,0
13358,17.45,1437,0
250615,17.55,116,0
446039,17.57,89,0
4097,11.37,525,0
385178,19.03,55,0
180128,9.25,28,0
180171,9.30,89,1
180171,17.00,89,1
392514,17.05,59,0
210724,17.18,115,0
157282,17.25,82,1
377970,15.08,904,0
15825,15.13,150,0
259897,0.15,159,0
143421,9.30,61,0
310350,18.10,128,0
391690,11.12,76,0
146147,11.15,198,0
42319,11.18,158,0
4703,21.02,172,0
261606,21.30,471,0
409198,11.03,130,0
391446,20.27,104,0
391449,20.28,97,0
279117,20.30,48,0
184587,17.17,56,0
11968,9.17,52,0
7852,9.18,398,0
8250,18.13,20,1
184147,18.22,40,1
345747,18.42,1980,0
11835,10.15,299,0
10988,10.17,432,0
250642,16.08,211,0
2338,16.12,2402,0
269879,16.17,377,0
466550,16.20,36,0
19534,18.03,147,0
36604,18.12,154,0
397704,10.00,93,1
397704,19.02,93,1
22096,8.02,25,0
53032,8.02,168,0
409718,17.00,322,0
417453,17.10,55,0
53019,17.22,30,0
331687,15.00,54,0
302694,15.02,111,0
74367,15.25,44,0
371171,15.28,252,0
378580,10.05,48,0
378572,10.08,78,0
238988,10.35,135,0
392032,10.52,77,0
179651,8.20,552,0
179652,17.17,494,0
196269,10.27,17,0
404359,18.23,116,0
404066,18.25,60,0
389085,9.08,833,0
59198,9.25,1982,0
252070,9.28,472,0
6894,9.40,1763,0
370994,9.58,436,0
55209,9.68,110,0
138485,21.00,13,0
6884,21.08,393,0
275797,21.20,107,0
83711,21.37,510,0
240228,21.50,1123,0
142204,21.57,361,0
187962,21.60,156,0
180213,13.00,73,0
29015,7.43,260,0
130389,7.63,442,0
268948,15.03,209,0
255791,15.52,64,0
255794,15.53,3705,0
169191,15.60,119,0
250035,15.62,849,0
180144,14.08,72,0
302625,14.25,44,0
27875,12.00,223,0
351393,12.18,3088,0
470241,12.28,425,0
54095,12.38,2130,0
118965,12.55,47,0
379920,12.68,121,0
387640,0.08,50,0
15550,0.25,3081,0
426318,0.32,231,0
171285,0.52,717,0
170917,0.63,319,0
168,9.15,7265,0
